2024-08-06T01:56:10.254039532Z {"component":"virt-operator","level":"info","msg":"ValidatingWebhookConfiguration loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.253998Z"}
2024-08-06T01:56:10.256525308Z {"component":"virt-operator","level":"info","msg":"ValidatingWebhookConfiguration loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.256434Z"}
2024-08-06T01:56:10.257160230Z {"component":"virt-operator","level":"info","msg":"MutatingWebhookConfiguration loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.257112Z"}
2024-08-06T01:56:10.257389203Z {"component":"virt-operator","level":"info","msg":"APIService loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.257345Z"}
2024-08-06T01:56:10.257538045Z {"component":"virt-operator","level":"info","msg":"APIService loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.257491Z"}
2024-08-06T01:56:10.258682161Z {"component":"virt-operator","level":"info","msg":"Deployment loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.258615Z"}
2024-08-06T01:56:10.259510369Z {"component":"virt-operator","level":"info","msg":"Deployment loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.259449Z"}
2024-08-06T01:56:10.260151132Z {"component":"virt-operator","level":"info","msg":"Deployment loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.260094Z"}
2024-08-06T01:56:10.261535914Z {"component":"virt-operator","level":"info","msg":"DaemonSet loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.261469Z"}
2024-08-06T01:56:10.261891618Z {"component":"virt-operator","level":"info","msg":"SecurityContextConstraints loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.261842Z"}
2024-08-06T01:56:10.262142122Z {"component":"virt-operator","level":"info","msg":"SecurityContextConstraints loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.262097Z"}
2024-08-06T01:56:10.262532642Z {"component":"virt-operator","level":"info","msg":"ServiceMonitor loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.262484Z"}
2024-08-06T01:56:10.266049771Z {"component":"virt-operator","level":"info","msg":"PrometheusRule loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.265981Z"}
2024-08-06T01:56:10.266162274Z {"component":"virt-operator","level":"info","msg":"ConfigMap loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.266109Z"}
2024-08-06T01:56:10.266279826Z {"component":"virt-operator","level":"info","msg":"ConfigMap loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.266215Z"}
2024-08-06T01:56:10.266317728Z {"component":"virt-operator","level":"info","msg":"ConfigMap loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.266289Z"}
2024-08-06T01:56:10.266428969Z {"component":"virt-operator","level":"info","msg":"ConfigMap loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.266378Z"}
2024-08-06T01:56:10.266702407Z {"component":"virt-operator","level":"info","msg":"Route loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.266657Z"}
2024-08-06T01:56:10.267196492Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.267140Z"}
2024-08-06T01:56:10.267479658Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.267431Z"}
2024-08-06T01:56:10.267753016Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.267711Z"}
2024-08-06T01:56:10.267999823Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.267959Z"}
2024-08-06T01:56:10.268251990Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.268213Z"}
